S#,C#,GRADE
24929392,2803,65
24929392,0182,93
24929392,3669,98
24929392,0656,49
24929392,3272,52
24929392,2171,40
24929392,3139,76
24929392,2612,44
24929392,1614,45
24929392,3223,88
24929392,2220,51
24929392,0066,96
24929392,1747,43
57194834,1766,38
57194834,2704,37
57194834,0200,98
57194834,1449,82
57194834,2087,60
57194834,0525,78
57194834,2311,31
57194834,3371,65
57194834,0316,74
57194834,0101,78
57194834,0589,97
57194834,2813,72
57194834,0089,86
57194834,0051,75
57194834,1651,82
57194834,1595,61
57194834,0542,49
57194834,3157,50
57194834,2181,44
57194834,2684,83
52092733,2666,41
52092733,2350,91
52092733,1966,83
52092733,2407,79
52092733,0085,46
52092733,0051,59
52092733,0569,72
52092733,1634,96
52092733,1744,85
52092733,2907,72
52092733,3525,54
52092733,3161,80
52092733,3109,92
52092733,1424,30
52092733,0133,87
52092733,2393,68
52092733,2005,98
52092733,1363,31
52092733,0433,89
52092733,2818,63
63480294,2424,77
63480294,0111,43
63480294,2668,58
63480294,0231,77
63480294,3273,100
63480294,1734,74
63480294,1671,41
63480294,1610,88
63480294,0437,49
63480294,1956,53
63480294,0509,94
63480294,0246,88
63480294,3553,61
63480294,0886,68
63480294,2078,51
63480294,3086,46
63480294,2423,94
63480294,1808,45
63480294,0358,68
63480294,0139,94
16575475,3047,66
16575475,3563,94
16575475,2994,56
16575475,0340,70
16575475,1550,76
16575475,3336,58
16575475,1923,54
16575475,3326,67
16575475,0832,45
16575475,2759,38
16575475,0327,40
16575475,1858,77
16575475,0248,73
16575475,0566,81
16575475,3652,77
16575475,0078,69
16575475,2646,48
16575475,0339,38
16575475,0821,37
16575475,1219,31
76582309,2030,47
76582309,3299,37
76582309,2887,79
76582309,1314,75
76582309,0349,85
76582309,1609,34
76582309,2938,65
76582309,0391,46
76582309,1116,77
76582309,0607,57
76582309,3639,61
76582309,0078,40
76582309,0504,43
76582309,0337,48
76582309,2910,35
76582309,0506,63
76582309,2055,78
76582309,0054,69
76582309,0546,93
76582309,2618,96
40403511,2100,90
40403511,3253,61
40403511,0131,75
40403511,0958,31
40403511,0411,91
40403511,3190,74
40403511,3557,87
40403511,2248,38
40403511,3145,56
40403511,1466,79
40403511,1813,97
40403511,1647,32
40403511,2347,94
40403511,3435,91
40403511,1156,82
40403511,2830,31
40403511,1111,75
40403511,0440,41
40403511,2975,61
40403511,0341,67
94231265,2321,65
94231265,2682,74
94231265,1824,30
94231265,1756,59
94231265,0472,52
94231265,2205,33
94231265,1882,74
94231265,0322,43
94231265,2998,75
94231265,0599,56
94231265,1875,52
94231265,1649,93
94231265,3577,81
94231265,0910,46
94231265,2021,53
94231265,3440,31
94231265,3025,51
94231265,0003,95
94231265,0277,39
94231265,2154,36
18237593,1486,37
18237593,0076,49
18237593,2681,58
18237593,1961,44
18237593,1791,70
18237593,3159,67
18237593,3607,31
18237593,1635,75
18237593,1712,43
18237593,0634,53
18237593,2096,52
18237593,3353,44
18237593,2429,49
18237593,2365,43
18237593,1507,32
18237593,1719,52
18237593,3301,40
18237593,2827,100
18237593,1970,74
18237593,2984,79
93964739,1046,76
93964739,1859,97
93964739,0395,88
93964739,2308,54
93964739,3017,57
93964739,3074,30
93964739,0213,69
93964739,2544,83
93964739,0890,86
93964739,1855,40
93964739,2335,91
93964739,1471,63
93964739,1434,83
93964739,2072,78
93964739,2727,76
93964739,2273,67
93964739,2136,99
93964739,1362,81
93964739,3221,79
93964739,3171,91
12421411,1255,63
12421411,3018,76
12421411,2319,42
12421411,0261,54
12421411,0042,71
12421411,0715,93
12421411,3154,33
12421411,0991,44
12421411,1557,36
12421411,1079,98
12421411,1094,42
12421411,0170,43
12421411,0033,53
12421411,0885,75
12421411,2492,67
12421411,1860,62
12421411,0840,57
12421411,1497,50
12421411,3534,83
12421411,1333,71
90894827,0687,80
90894827,2458,56
90894827,2429,60
90894827,2501,73
90894827,3004,50
90894827,1431,46
90894827,0320,60
90894827,3617,66
90894827,0358,82
90894827,1909,81
90894827,1899,49
90894827,0839,68
90894827,0652,67
90894827,2145,30
90894827,1240,87
90894827,0578,39
90894827,1264,37
90894827,1407,58
90894827,0061,40
90894827,1954,72
83878834,1070,58
83878834,1747,85
83878834,3383,68
83878834,1854,90
83878834,0125,57
83878834,3645,35
83878834,2991,92
83878834,3215,93
83878834,2677,59
83878834,0393,57
83878834,3516,85
83878834,0568,76
83878834,3022,85
83878834,0847,66
83878834,1474,63
83878834,1946,75
83878834,0564,49
83878834,3336,94
83878834,1413,30
83878834,2008,59
57676282,2720,55
57676282,0132,92
57676282,1179,100
57676282,2244,54
57676282,1491,89
57676282,2374,57
57676282,0763,56
57676282,0938,94
57676282,2124,42
57676282,2689,86
57676282,0298,84
57676282,0616,91
57676282,1786,57
57676282,2440,45
57676282,2794,34
57676282,1000,96
57676282,2064,70
57676282,1802,71
57676282,0788,73
57676282,3021,36
80167890,3460,84
80167890,2121,33
80167890,3116,92
80167890,2806,91
80167890,0162,60
80167890,1118,46
80167890,1912,40
80167890,2421,47
80167890,0550,42
80167890,2575,58
80167890,1440,75
80167890,1758,73
80167890,0772,81
80167890,2956,89
80167890,2543,65
80167890,2759,47
80167890,3248,79
80167890,2106,67
80167890,3233,96
80167890,2795,57
80726008,0842,49
80726008,3297,66
80726008,0571,82
80726008,0054,80
80726008,0621,69
80726008,1776,96
80726008,2460,87
80726008,2569,89
80726008,3046,92
80726008,2863,89
80726008,1836,75
80726008,0293,63
80726008,0748,44
80726008,2091,44
80726008,0910,42
80726008,1482,50
80726008,0086,50
80726008,0177,38
80726008,0885,38
80726008,0683,78
52229298,2867,91
52229298,0008,43
52229298,2926,32
52229298,2613,39
52229298,2942,69
52229298,0908,66
52229298,2848,66
52229298,3178,92
52229298,1007,67
52229298,2505,49
52229298,2287,35
52229298,3388,37
52229298,1233,66
52229298,1026,92
52229298,3316,39
52229298,3373,100
52229298,0757,93
52229298,1716,75
52229298,0957,47
52229298,1527,72
80587238,1154,89
80587238,0480,64
80587238,2317,77
80587238,3066,75
80587238,1199,54
80587238,1057,76
80587238,1530,63
80587238,2831,84
80587238,1073,62
80587238,1672,65
80587238,2850,80
80587238,2223,99
80587238,2518,48
80587238,2649,40
80587238,3535,32
80587238,2747,68
80587238,2550,78
80587238,0728,87
80587238,1813,35
80587238,0796,63
41456716,0003,77
41456716,1686,50
41456716,0227,60
41456716,1954,75
41456716,3155,46
41456716,0328,45
41456716,0829,90
41456716,0167,57
41456716,2855,41
41456716,1694,67
41456716,2793,38
41456716,1201,95
41456716,2007,40
41456716,2690,33
41456716,3077,79
41456716,0552,45
41456716,0710,100
41456716,3375,38
41456716,1646,86
41456716,0385,78
25608530,3331,55
25608530,2836,32
25608530,1490,76
25608530,2952,93
25608530,3053,60
25608530,3043,55
25608530,3118,47
25608530,1981,60
25608530,1918,85
25608530,0796,76
25608530,3657,97
25608530,1239,46
25608530,1984,50
25608530,1342,72
25608530,1168,51
25608530,1694,56
25608530,0411,90
25608530,2124,69
25608530,2339,82
25608530,1978,35
61972783,1915,79
61972783,0568,39
61972783,1783,87
61972783,1593,78
61972783,1320,95
61972783,0823,94
61972783,2491,34
61972783,3440,76
61972783,0792,90
61972783,0517,76
61972783,1464,98
61972783,1398,75
61972783,0220,32
61972783,1660,86
61972783,2110,55
61972783,3088,65
61972783,2618,42
61972783,0832,90
61972783,2488,81
61972783,0495,36
13339207,1547,75
13339207,2862,45
13339207,2359,94
13339207,1835,85
13339207,3028,75
13339207,2500,34
13339207,3058,43
13339207,2519,71
13339207,1915,45
13339207,3423,69
13339207,0785,59
13339207,2403,33
13339207,0276,34
13339207,0940,45
13339207,1426,81
13339207,2472,99
13339207,2493,97
13339207,2599,91
13339207,2706,59
13339207,2678,84
72069398,3002,75
72069398,2030,39
72069398,0308,38
72069398,0992,45
72069398,2321,48
72069398,2791,90
72069398,3099,63
72069398,3309,61
72069398,0362,73
72069398,3173,98
72069398,0860,35
72069398,3069,87
72069398,1616,99
72069398,3030,42
72069398,0923,66
72069398,3364,36
72069398,0036,31
72069398,1118,67
72069398,1167,51
72069398,0536,67
25689983,1183,65
25689983,1224,64
25689983,3551,36
25689983,3120,47
25689983,1542,30
25689983,2086,44
25689983,2262,53
25689983,1647,59
25689983,3169,88
25689983,3173,44
25689983,1473,45
25689983,0408,61
25689983,2522,39
25689983,2590,30
25689983,0095,75
25689983,0231,32
25689983,3599,40
25689983,1054,86
25689983,2289,31
25689983,1028,87
25543078,0276,95
25543078,0315,71
25543078,3531,55
25543078,3169,61
25543078,3150,54
25543078,2103,43
25543078,0990,65
25543078,1839,77
25543078,1612,86
25543078,0343,45
25543078,0486,31
25543078,0489,83
25543078,2221,69
25543078,2115,45
25543078,0740,59
25543078,0383,80
25543078,2532,38
25543078,1763,47
25543078,2763,70
25543078,3477,43
85730977,2902,56
85730977,1033,77
85730977,1416,37
85730977,0137,80
85730977,0150,42
85730977,2029,35
85730977,1121,57
85730977,2098,78
85730977,2125,68
85730977,3643,96
85730977,3045,47
85730977,0439,71
85730977,1604,46
85730977,0736,93
85730977,0754,76
85730977,3583,45
85730977,2004,31
85730977,1373,78
85730977,2164,89
85730977,1313,79
51081712,3494,85
51081712,3359,76
51081712,3513,57
51081712,1952,78
51081712,1025,73
51081712,3328,85
51081712,0241,40
51081712,1227,34
51081712,3065,86
51081712,2339,54
51081712,0333,68
51081712,2950,70
51081712,2726,72
51081712,0705,90
51081712,3194,52
51081712,3510,52
51081712,1244,34
51081712,2381,36
51081712,1865,89
51081712,0808,93
43038228,2935,45
43038228,0040,94
43038228,1071,88
43038228,2709,78
43038228,1158,42
43038228,2735,97
43038228,3185,78
43038228,2671,72
43038228,3075,57
43038228,0784,39
43038228,2265,65
43038228,2427,88
43038228,2665,47
43038228,0524,31
43038228,0742,87
43038228,2998,58
43038228,1879,73
43038228,0020,30
43038228,1934,35
43038228,2507,83
22573524,3552,89
22573524,0794,81
22573524,2201,42
22573524,2741,57
22573524,1462,95
22573524,0268,64
22573524,1074,97
22573524,1615,46
22573524,2777,72
22573524,2520,89
22573524,1519,58
22573524,2354,48
22573524,2784,44
22573524,1371,96
22573524,1602,91
22573524,1229,76
22573524,2991,30
22573524,2511,93
22573524,3547,87
22573524,2472,31
90972222,1872,68
90972222,3306,40
90972222,0185,81
90972222,0921,81
90972222,2661,94
90972222,0021,50
90972222,1106,83
90972222,1227,40
90972222,2135,93
90972222,3209,90
90972222,2790,81
90972222,3114,52
90972222,3325,100
90972222,1699,64
90972222,0756,63
90972222,1827,38
90972222,0939,76
90972222,2770,63
90972222,3142,37
90972222,0345,87
42551748,2409,79
42551748,1142,57
42551748,2007,33
42551748,1662,61
42551748,0076,63
42551748,2240,71
42551748,0017,42
42551748,2294,92
42551748,0091,48
42551748,0052,42
42551748,2410,92
42551748,1951,45
42551748,0490,68
42551748,2622,64
42551748,1038,59
42551748,3579,62
42551748,0822,31
42551748,1910,34
42551748,3491,84
42551748,2586,86
41811818,1221,43
41811818,2525,60
41811818,2826,31
41811818,0491,77
41811818,3354,54
41811818,0762,80
41811818,3522,50
41811818,1426,87
41811818,0133,49
41811818,1801,79
41811818,0805,86
41811818,1445,30
41811818,3209,95
41811818,1871,55
41811818,0939,55
41811818,0864,46
41811818,1629,81
41811818,1257,72
41811818,1048,60
41811818,3376,79
99024791,0724,54
99024791,3156,100
99024791,2412,37
99024791,0739,39
99024791,1239,43
99024791,1090,36
99024791,0245,66
99024791,1865,81
99024791,2228,81
99024791,1781,84
99024791,1275,82
99024791,2245,80
99024791,2559,50
99024791,1519,95
99024791,2995,49
99024791,0931,42
99024791,3160,87
99024791,0907,32
99024791,1229,36
99024791,0667,49
63054956,1850,34
63054956,2947,33
63054956,3626,66
63054956,1674,61
63054956,2080,74
63054956,1158,33
63054956,3556,75
63054956,1299,40
63054956,2727,45
63054956,1221,62
63054956,2101,94
63054956,1946,88
63054956,0164,91
63054956,0655,83
63054956,0837,66
63054956,0956,71
63054956,0864,92
63054956,2348,63
63054956,1217,83
63054956,0315,43
88628271,0728,60
88628271,2524,86
88628271,1530,55
88628271,2318,90
88628271,0911,89
88628271,1842,79
88628271,1212,60
88628271,3270,98
88628271,3377,62
88628271,0288,89
88628271,2885,75
88628271,0698,43
88628271,0475,54
88628271,3543,35
88628271,1318,59
88628271,2180,83
88628271,1554,93
88628271,3221,75
88628271,3266,77
88628271,1848,58
84948896,1077,62
84948896,3332,93
84948896,2086,35
84948896,2468,31
84948896,1312,72
84948896,0378,65
84948896,2480,38
84948896,1184,95
84948896,0701,59
84948896,0865,70
84948896,0242,46
84948896,0010,99
84948896,2022,83
84948896,3456,69
84948896,0648,64
84948896,3472,64
84948896,0170,86
84948896,1842,76
84948896,0765,82
84948896,3045,99
46770656,2787,98
46770656,0159,45
46770656,2361,42
46770656,1696,96
46770656,0409,73
46770656,2747,58
46770656,2593,81
46770656,1398,76
46770656,1367,53
46770656,1256,46
46770656,0276,82
46770656,3186,98
46770656,3396,31
46770656,3104,66
46770656,2397,54
46770656,2845,66
46770656,1115,51
46770656,3042,80
46770656,2194,42
46770656,1685,93
32333035,1047,53
32333035,3087,52
32333035,0735,59
32333035,3524,98
32333035,0618,40
32333035,1339,69
32333035,1041,69
32333035,0152,49
32333035,1424,100
32333035,2165,75
32333035,1935,33
32333035,0191,50
32333035,0301,36
32333035,2816,60
32333035,2029,64
32333035,3478,61
32333035,1217,73
32333035,1896,68
32333035,3039,56
32333035,1765,73
47754622,1636,77
47754622,3642,87
47754622,2442,66
47754622,2578,58
47754622,3111,83
47754622,2729,49
47754622,1027,82
47754622,1159,83
47754622,2040,51
47754622,0028,81
47754622,3521,48
47754622,1207,87
47754622,1549,68
47754622,1908,44
47754622,1266,41
47754622,1569,30
47754622,1103,96
47754622,2784,76
47754622,2608,66
47754622,3240,64
86480571,2310,99
86480571,3117,81
86480571,2079,55
86480571,1403,66
86480571,0005,79
86480571,2989,69
86480571,1662,89
86480571,0284,49
86480571,2827,100
86480571,2118,60
86480571,3022,78
86480571,1018,94
86480571,0577,62
86480571,0207,73
86480571,2088,89
86480571,3582,50
86480571,1515,46
86480571,2618,80
86480571,0418,97
86480571,3534,34
73542422,2561,96
73542422,1446,68
73542422,2743,40
73542422,0343,84
73542422,3091,95
73542422,0653,31
73542422,2026,40
73542422,2984,59
73542422,2788,97
73542422,2815,72
73542422,0584,31
73542422,0230,78
73542422,3283,95
73542422,1584,35
73542422,2440,69
73542422,0361,92
73542422,3630,35
73542422,2169,88
73542422,0713,87
73542422,0477,66
20618222,1253,76
20618222,2921,91
20618222,1827,41
20618222,1458,62
20618222,0565,41
20618222,2614,35
20618222,0210,45
20618222,1575,44
20618222,2301,48
20618222,1761,60
20618222,2788,85
20618222,0863,57
20618222,1166,52
20618222,2776,77
20618222,1356,97
20618222,3280,67
20618222,1950,51
20618222,0446,33
20618222,2367,42
20618222,2704,89
46731787,2892,96
46731787,0764,60
46731787,0626,41
46731787,0532,58
46731787,3084,88
46731787,3067,78
46731787,1783,40
46731787,3010,54
46731787,2493,91
46731787,3028,57
46731787,3459,63
46731787,0724,68
46731787,1718,100
46731787,0346,31
46731787,0907,32
46731787,2348,40
46731787,2238,70
46731787,3566,94
46731787,2947,30
46731787,0713,63
14445222,2548,30
14445222,2002,55
14445222,3188,62
14445222,3658,56
14445222,1859,94
14445222,0422,47
14445222,1724,84
14445222,2861,55
14445222,1106,34
14445222,0366,71
14445222,2043,39
14445222,1950,67
14445222,0941,49
14445222,2051,67
14445222,1113,66
14445222,2118,79
14445222,2965,43
14445222,0062,49
14445222,0223,34
14445222,1047,39
98982217,2509,32
98982217,0702,63
98982217,1410,85
98982217,1375,49
98982217,0189,44
98982217,1161,67
98982217,0806,82
98982217,2064,30
98982217,2067,82
98982217,0512,96
98982217,2651,93
98982217,1122,96
98982217,2563,93
98982217,0242,43
98982217,2697,76
98982217,2959,80
98982217,2861,80
98982217,3226,82
98982217,0719,58
98982217,0549,58
70779259,0055,96
70779259,3532,80
70779259,0223,73
70779259,2932,58
70779259,1128,92
70779259,1768,48
70779259,0852,30
70779259,1526,58
70779259,0389,85
70779259,3519,30
70779259,1869,66
70779259,3081,76
70779259,2330,35
70779259,0064,52
70779259,2732,46
70779259,1900,81
70779259,1908,87
70779259,2380,87
70779259,0933,39
70779259,1936,78
85346632,3108,74
85346632,3550,60
85346632,0931,45
85346632,1834,30
85346632,3588,86
85346632,1745,71
85346632,2160,58
85346632,3552,59
85346632,2914,54
85346632,3378,91
85346632,1857,91
85346632,1232,83
85346632,3406,63
85346632,0307,84
85346632,2830,51
85346632,3609,46
85346632,2812,91
85346632,3183,47
85346632,2618,50
85346632,0529,86
14775386,1570,89
14775386,0109,60
14775386,0101,88
14775386,1226,54
14775386,1154,38
14775386,2723,41
14775386,1552,85
14775386,3221,60
14775386,1670,89
14775386,0824,54
14775386,0176,85
14775386,2018,77
14775386,3562,86
14775386,2943,43
14775386,3324,83
14775386,3314,62
14775386,1834,69
14775386,1207,83
14775386,0301,89
14775386,2338,66
72798510,1831,68
72798510,2433,54
72798510,0960,56
72798510,1227,79
72798510,2860,86
72798510,3362,95
72798510,0917,31
72798510,3445,59
72798510,2633,98
72798510,0602,53
72798510,3315,34
72798510,0621,36
72798510,2984,79
72798510,1324,86
72798510,2224,100
72798510,2331,98
72798510,0517,86
72798510,2274,33
72798510,2740,34
72798510,2234,72
77324881,0023,63
77324881,0725,67
77324881,1518,56
77324881,1970,30
77324881,2337,72
77324881,2561,42
77324881,0229,61
77324881,0441,75
77324881,2608,31
77324881,0588,97
77324881,2724,51
77324881,0086,60
77324881,2563,81
77324881,3123,70
77324881,0224,30
77324881,2501,46
77324881,2901,100
77324881,2508,59
77324881,2982,58
77324881,2912,32
53533801,0026,48
53533801,2620,92
53533801,3446,64
53533801,3308,96
53533801,1077,50
53533801,0160,41
53533801,1599,53
53533801,3506,72
53533801,2703,92
53533801,0932,54
53533801,1601,37
53533801,0422,87
53533801,1176,59
53533801,3037,89
53533801,2237,59
53533801,3669,83
53533801,0305,65
53533801,2112,64
53533801,3431,68
53533801,1351,99
82071911,2519,54
82071911,1218,60
82071911,3438,96
82071911,0678,55
82071911,1381,53
82071911,0395,99
82071911,3506,87
82071911,1525,92
82071911,0129,30
82071911,1448,79
82071911,3222,69
82071911,0617,79
82071911,1355,70
82071911,2085,100
82071911,0366,41
82071911,2865,88
82071911,3250,56
82071911,2846,58
82071911,2980,49
82071911,3586,45
42735233,0734,93
42735233,1338,47
42735233,2801,48
42735233,3031,60
42735233,1068,49
42735233,1859,81
42735233,1201,48
42735233,1532,95
42735233,0050,81
42735233,2517,37
42735233,0982,36
42735233,3538,71
42735233,1826,77
42735233,0604,50
42735233,0937,77
42735233,2394,54
42735233,0261,58
42735233,1166,55
42735233,0379,100
42735233,1995,44
15649982,0303,90
15649982,3392,60
15649982,1585,84
15649982,1825,33
15649982,0889,84
15649982,1640,47
15649982,0373,94
15649982,0947,46
15649982,1918,37
15649982,2473,60
15649982,0550,86
15649982,0697,40
15649982,2134,49
15649982,3112,90
15649982,0506,79
15649982,1072,81
15649982,2097,70
15649982,3430,91
15649982,1326,55
15649982,1674,67
80687087,3436,71
80687087,0715,38
80687087,2904,34
80687087,1894,79
80687087,2075,79
80687087,2543,33
80687087,2346,40
80687087,0465,67
80687087,3088,99
80687087,1950,64
80687087,0604,54
80687087,1646,88
80687087,3282,94
80687087,0975,86
80687087,1363,32
80687087,1115,92
80687087,2163,43
80687087,1137,42
80687087,2050,53
80687087,2475,78
99290111,2906,39
99290111,3508,53
99290111,2417,97
99290111,3202,83
99290111,0549,97
99290111,1605,81
99290111,0307,93
99290111,2458,51
99290111,0260,71
99290111,1507,38
99290111,0820,95
99290111,0888,34
99290111,3682,37
99290111,3619,74
99290111,1196,47
99290111,3684,100
99290111,2376,84
99290111,1164,83
99290111,0880,72
99290111,2680,65
27900113,2918,79
27900113,1330,73
27900113,3003,60
27900113,1125,48
27900113,1879,86
27900113,3574,76
27900113,0026,93
27900113,0583,92
27900113,0163,92
27900113,2699,72
27900113,2819,49
27900113,2499,74
27900113,0413,72
27900113,2640,69
27900113,1683,35
27900113,2967,83
27900113,2234,41
27900113,1434,54
27900113,2676,72
27900113,3071,53
37398925,0057,42
37398925,1863,77
37398925,2151,83
37398925,3296,72
37398925,1909,60
37398925,0505,58
37398925,2523,46
37398925,2927,56
37398925,1050,51
37398925,1198,63
37398925,2202,98
37398925,2633,40
37398925,0458,97
37398925,1122,90
37398925,3119,78
37398925,0408,56
37398925,0488,66
37398925,2553,62
37398925,0374,79
37398925,0259,74
45366849,1684,34
45366849,3389,52
45366849,1838,58
45366849,2215,84
45366849,3182,62
45366849,2860,41
45366849,0435,72
45366849,2221,86
45366849,2904,87
45366849,2679,32
45366849,0107,79
45366849,3069,42
45366849,3608,35
45366849,0535,53
45366849,0403,84
45366849,1227,36
45366849,2662,59
45366849,2799,61
45366849,0437,87
45366849,1832,70
42777589,3107,40
42777589,0886,100
42777589,3552,57
42777589,1212,81
42777589,1353,72
42777589,1948,45
42777589,0081,85
42777589,2752,63
42777589,1040,60
42777589,2237,77
42777589,0469,54
42777589,2576,99
42777589,0331,55
42777589,1376,74
42777589,0985,82
42777589,2945,80
42777589,1638,35
42777589,3308,34
42777589,2577,92
42777589,2971,69
75122739,3377,35
75122739,0693,94
75122739,2005,96
75122739,2268,76
75122739,1047,52
75122739,1480,47
75122739,1118,51
75122739,1129,53
75122739,3392,75
75122739,0412,66
75122739,2490,62
75122739,2642,87
75122739,1305,63
75122739,0864,90
75122739,1934,34
75122739,0755,69
75122739,3281,87
75122739,2171,75
75122739,0774,35
75122739,2348,47
56765208,0083,47
56765208,1197,77
56765208,0778,94
56765208,0140,36
56765208,0488,97
56765208,2350,39
56765208,1813,52
56765208,1167,76
56765208,1378,67
56765208,0539,84
56765208,3237,65
56765208,2779,80
56765208,1961,56
56765208,1962,65
56765208,0238,41
56765208,1477,51
56765208,1546,50
56765208,2887,61
56765208,0018,62
56765208,1327,95
35970811,0845,56
35970811,0736,99
35970811,3136,55
35970811,2653,54
35970811,1171,84
35970811,0912,85
35970811,3030,57
35970811,0662,90
35970811,0285,35
35970811,2623,90
35970811,1968,38
35970811,3433,74
35970811,3606,92
35970811,1594,32
35970811,0578,94
35970811,1189,94
35970811,0600,56
35970811,2858,70
35970811,1868,100
35970811,0631,46
20522416,1251,62
20522416,0246,88
20522416,1609,95
20522416,0734,46
20522416,1831,43
20522416,2596,70
20522416,2560,43
20522416,2972,49
20522416,1376,77
20522416,0335,38
20522416,0947,62
20522416,3319,43
20522416,3588,49
20522416,1059,54
20522416,0628,97
20522416,0970,49
20522416,1155,76
20522416,2063,59
20522416,3412,32
20522416,3514,59
53715851,1179,97
53715851,3302,60
53715851,3588,52
53715851,1557,44
53715851,0415,58
53715851,2180,68
53715851,2610,86
53715851,2402,80
53715851,2425,93
53715851,1582,74
53715851,3356,64
53715851,1129,33
53715851,2398,75
53715851,0222,61
53715851,1488,65
53715851,1861,90
53715851,0612,37
53715851,3135,38
53715851,1175,80
53715851,3509,93
14744389,3526,43
14744389,0223,94
14744389,3471,45
14744389,2047,35
14744389,1807,31
14744389,1095,55
14744389,1765,50
14744389,2270,47
14744389,1637,84
14744389,2072,99
14744389,2938,99
14744389,3625,67
14744389,0105,95
14744389,3342,59
14744389,0432,96
14744389,2639,42
14744389,2440,65
14744389,1304,85
14744389,1781,78
14744389,0692,42
77251202,1099,51
77251202,3290,100
77251202,0991,48
77251202,2306,72
77251202,2516,99
77251202,2369,83
77251202,3476,46
77251202,0374,55
77251202,1149,30
77251202,1006,98
77251202,1057,54
77251202,3169,88
77251202,0910,72
77251202,3469,49
77251202,2428,33
77251202,0758,57
77251202,0359,64
77251202,0238,53
77251202,1318,78
77251202,2654,58
16510035,0636,84
16510035,2952,50
16510035,0941,46
16510035,0879,59
16510035,3441,100
16510035,2458,62
16510035,2100,39
16510035,2448,88
16510035,2585,52
16510035,1368,87
16510035,2770,30
16510035,1379,72
16510035,0418,83
16510035,1387,94
16510035,2941,58
16510035,3302,100
16510035,0268,87
16510035,2481,54
16510035,2880,78
16510035,1791,50
51772445,3343,89
51772445,2543,44
51772445,0662,63
51772445,2177,44
51772445,2538,100
51772445,2599,54
51772445,0323,40
51772445,2170,90
51772445,0700,47
51772445,0887,83
51772445,1241,41
51772445,0751,51
51772445,1635,97
51772445,1913,84
51772445,0572,69
51772445,0336,33
51772445,1787,63
51772445,0910,31
51772445,0344,51
51772445,3656,71
11984995,2737,86
11984995,0521,38
11984995,0849,61
11984995,1296,85
11984995,2706,57
11984995,2664,39
11984995,2849,78
11984995,0958,98
11984995,2739,31
11984995,0668,96
11984995,1719,100
11984995,2864,84
11984995,2638,52
11984995,3528,89
11984995,2137,56
11984995,0181,35
11984995,0453,60
11984995,1252,92
11984995,3491,80
11984995,0871,33
60174707,1320,61
60174707,1431,66
60174707,1413,98
60174707,3441,63
60174707,3502,72
60174707,2513,85
60174707,3520,96
60174707,2854,88
60174707,2132,87
60174707,0225,38
60174707,3079,92
60174707,2702,69
60174707,2843,31
60174707,2414,91
60174707,1160,86
60174707,1812,81
60174707,2619,69
60174707,1827,97
60174707,0938,40
60174707,0287,42
28959049,0102,46
28959049,1583,57
28959049,0172,35
28959049,0439,30
28959049,2171,36
28959049,0883,59
28959049,2747,38
28959049,0877,79
28959049,1622,81
28959049,0790,57
28959049,0477,60
28959049,3348,96
28959049,2258,100
28959049,2849,68
28959049,1659,32
28959049,0261,75
28959049,2865,41
28959049,0534,87
28959049,1116,47
28959049,2474,73
61707449,3279,79
61707449,2985,33
61707449,2399,86
61707449,0558,36
61707449,1247,46
61707449,2539,77
61707449,2176,48
61707449,0448,77
61707449,1870,91
61707449,0438,57
61707449,1421,78
61707449,1121,80
61707449,2200,41
61707449,2261,58
61707449,1426,56
61707449,2164,92
61707449,0854,51
61707449,1770,50
61707449,2695,54
61707449,0887,54
21061082,0227,79
21061082,3529,43
21061082,3137,50
21061082,3407,46
21061082,1691,33
21061082,1661,92
21061082,2795,31
21061082,0213,57
21061082,0094,46
21061082,1024,45
21061082,2159,93
21061082,1018,32
21061082,1371,94
21061082,1758,86
21061082,1129,75
21061082,0603,72
21061082,1239,30
21061082,0679,85
21061082,0106,46
21061082,1912,88
66532256,2833,82
66532256,0790,87
66532256,1942,85
66532256,1934,87
66532256,1125,57
66532256,1775,55
66532256,3441,35
66532256,2914,84
66532256,1048,65
66532256,1965,51
66532256,1554,71
66532256,1221,78
66532256,3629,78
66532256,0031,95
66532256,3551,55
66532256,3013,39
66532256,2004,86
66532256,0876,37
66532256,1141,51
66532256,1891,88
82956540,0462,53
82956540,2148,42
82956540,1366,54
82956540,3637,31
82956540,2410,53
82956540,0181,46
82956540,1503,93
82956540,2642,88
82956540,0638,44
82956540,2475,96
82956540,1497,52
82956540,0375,42
82956540,2829,91
82956540,3299,87
82956540,1302,92
82956540,0694,51
82956540,2438,77
82956540,0716,93
82956540,2002,38
82956540,0221,90
19705155,1843,100
19705155,3002,61
19705155,0404,52
19705155,1756,60
19705155,1129,55
19705155,3579,92
19705155,2690,73
19705155,2631,56
19705155,1691,41
19705155,0584,72
19705155,0965,97
19705155,2714,51
19705155,1809,42
19705155,0929,39
19705155,2147,45
19705155,0110,93
19705155,3380,76
19705155,1275,55
19705155,0641,47
19705155,3199,66
67810091,2955,89
67810091,0738,40
67810091,0118,37
67810091,1088,30
67810091,1575,33
67810091,3346,86
67810091,1229,61
67810091,2117,37
67810091,0978,36
67810091,0412,32
67810091,0362,61
67810091,2894,34
67810091,2153,30
67810091,3001,89
67810091,1759,58
67810091,2996,75
67810091,3462,72
67810091,1630,95
67810091,2572,97
67810091,0496,94
50516214,3402,32
